area,room,toilet,lat,long,quan,loai_bds,price-VND
62,2,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3650000000
100,0,0,16.01451,108.22781,quan-cam-le,mua-dat-tho-cu/,3650000000
100,0,0,15.98983,108.21364,quan-cam-le,mua-dat-tho-cu/,3650000000
99,0,0,16.01171,108.21869,quan-cam-le,mua-dat-tho-cu/,3650000000
58,0,0,16.05638,108.24681,quan-ngu-hanh-son,mua-dat-tho-cu/,3680000000
105,3,2,16.04698,108.17251,quan-cam-le,mua-nha-mat-tien-pho/,3690000000
75,0,0,16.07747,108.21258,quan-hai-chau,mua-dat-tho-cu/,3700000000
60,2,2,16.05577,108.23296,quan-son-tra,mua-nha-hem-ngo/,3700000000
82,2,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3700000000
90,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3700000000
75,0,0,16.08737,108.2457,quan-son-tra,mua-dat-tho-cu/,3700000000
150,0,0,16.05192,108.16724,quan-lien-chieu,mua-dat-nen-du-an/,3700000000
100,2,2,15.99107,108.23758,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3700000000
85,0,0,16.09447,108.23031,quan-son-tra,mua-dat-tho-cu/,3700000000
83,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3700000000
75,3,3,16.07875,108.16616,quan-lien-chieu,mua-nha-mat-tien-pho/,3750000000
75,3,3,16.07875,108.16616,quan-lien-chieu,mua-nha-mat-tien-pho/,3750000000
75,3,3,16.07875,108.16616,quan-lien-chieu,mua-nha-mat-tien-pho/,3750000000
83,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3750000000
60,3,3,16.05676,108.16851,quan-lien-chieu,mua-nha-hem-ngo/,3750000000
34,2,2,16.09384,108.24476,quan-son-tra,mua-nha-mat-tien-pho/,3750000000
75,3,3,16.07875,108.16616,quan-lien-chieu,mua-nha-mat-tien-pho/,3750000000
68,3,4,16.04076,108.21777,quan-hai-chau,mua-nha-hem-ngo/,3779000000
55,3,2,16.05504,108.23528,quan-son-tra,mua-nha-mat-tien-pho/,3800000000
42,4,3,16.05142,108.22233,quan-hai-chau,mua-nha-hem-ngo/,3800000000
83,2,1,16.03851,108.24755,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3800000000
106,0,0,16.01971,108.25581,quan-ngu-hanh-son,mua-dat-nen-du-an/,3800000000
85,2,1,16.09447,108.23031,quan-son-tra,mua-nha-mat-tien-pho/,3800000000
125,3,2,16.05026,108.17358,quan-cam-le,mua-nha-mat-tien-pho/,3800000000
69,3,2,16.09412,108.2287,quan-son-tra,mua-nha-hem-ngo/,3800000000
69,3,2,16.09412,108.2287,quan-son-tra,mua-nha-hem-ngo/,3800000000
121,0,0,16.04513,108.211,quan-hai-chau,mua-dat-tho-cu/,3800000000
34,2,2,16.09384,108.24476,quan-son-tra,mua-nha-mat-tien-pho/,3800000000
120,0,0,16.00005,108.21795,quan-cam-le,mua-dat-nen-du-an/,3800000000
42,4,3,16.05329,108.22126,quan-hai-chau,mua-nha-mat-tien-pho/,3800000000
62,2,1,16.03851,108.24755,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3800000000
85,2,1,16.09447,108.23031,quan-son-tra,mua-nha-mat-tien-pho/,3800000000
81,3,2,16.02842,108.24583,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3850000000
42,3,3,16.08097,108.21884,quan-hai-chau,mua-nha-hem-ngo/,3850000000
70,3,2,16.04682,108.20867,quan-hai-chau,mua-nha-hem-ngo/,3850000000
50,3,3,16.07538,108.21125,quan-hai-chau,mua-nha-hem-ngo/,3850000000
73,2,2,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
73,0,0,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
90,6,5,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,3900000000
60,4,4,16.04454,108.21522,quan-hai-chau,mua-nha-mat-tien-pho/,3900000000
73,3,3,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
100,0,0,16.11587,108.2966,quan-son-tra,mua-dat-tho-cu/,3900000000
63,2,2,16.07733,108.2155,quan-hai-chau,mua-nha-hem-ngo/,3900000000
73,2,3,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
58,2,2,16.05577,108.23296,quan-son-tra,mua-nha-mat-tien-pho/,3900000000
73,2,2,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
73,3,3,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
73,3,3,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
155,3,2,16.08428,108.15575,quan-lien-chieu,mua-nha-mat-tien-pho/,3900000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3900000000
75,9,6,16.06838,108.19679,quan-thanh-khe,mua-nha-hem-ngo/,3900000000
58,2,2,16.05504,108.23528,quan-son-tra,mua-nha-mat-tien-pho/,3900000000
73,2,2,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
75,9,6,16.06838,108.19679,quan-thanh-khe,mua-nha-hem-ngo/,3900000000
155,3,2,16.08428,108.15575,quan-lien-chieu,mua-nha-mat-tien-pho/,3900000000
90,0,0,16.10454,108.25893,quan-son-tra,mua-dat-tho-cu/,3900000000
73,3,3,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,3900000000
63,2,2,16.07733,108.2155,quan-hai-chau,mua-nha-hem-ngo/,3900000000
44,3,3,16.06746,108.19719,quan-thanh-khe,mua-nha-hem-ngo/,3900000000
63,2,2,16.07733,108.2155,quan-hai-chau,mua-nha-hem-ngo/,3900000000
58,2,1,16.08922,108.21798,quan-hai-chau,mua-nha-mat-tien-pho/,3949000000
48,3,3,16.0789,108.21699,quan-hai-chau,mua-nha-hem-ngo/,3950000000
56,0,0,16.08954,108.21764,quan-hai-chau,mua-nha-mat-tien-pho/,3950000000
75,3,4,16.07191,108.17987,quan-thanh-khe,mua-nha-hem-ngo/,3950000000
59,2,1,16.08922,108.21798,quan-hai-chau,mua-nha-mat-tien-pho/,3950000000
100,0,0,16.01834,108.22411,quan-cam-le,mua-dat-tho-cu/,3950000000
61,0,0,16.04402,108.23856,quan-ngu-hanh-son,mua-dat-tho-cu/,3950000000
95,0,0,16.02826,108.24208,quan-ngu-hanh-son,mua-dat-tho-cu/,3950000000
80,4,4,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3980000000
80,3,3,16.04915,108.18531,quan-thanh-khe,mua-nha-hem-ngo/,3980000000
61,5,3,16.06793,108.18581,quan-thanh-khe,mua-nha-hem-ngo/,3990000000
80,3,2,16.0721,108.22971,quan-son-tra,mua-nha-hem-ngo/,3999000000
80,2,2,16.0558,108.22367,quan-hai-chau,mua-can-ho-chung-cu/,4000000000
90,3,2,16.01882,108.19493,quan-cam-le,mua-nha-mat-tien-pho/,4000000000
43,2,1,16.09023,108.24266,quan-son-tra,mua-nha-mat-tien-pho/,4000000000
62,2,2,16.1061,108.13558,quan-lien-chieu,mua-can-ho-chung-cu/,4000000000
60,2,2,16.05655,108.24693,quan-son-tra,mua-can-ho-chung-cu/,4000000000
100,2,2,16.00969,108.20653,quan-cam-le,mua-nha-mat-tien-pho/,4000000000
60,2,2,16.07031,108.24423,quan-son-tra,mua-can-ho-chung-cu/,4000000000
1354,0,0,16.03746,108.0676,huyen-hoa-vang,mua-dat-tho-cu/,4000000000
105,3,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4000000000
90,6,5,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,4000000000
75,3,2,16.08669,108.24492,quan-son-tra,mua-nha-mat-tien-pho/,4000000000
100,0,0,16.06009,108.18561,quan-thanh-khe,mua-nha-mat-tien-pho/,4000000000
43,2,1,16.09023,108.24266,quan-son-tra,mua-nha-mat-tien-pho/,4000000000
85,3,3,16.06702,108.20747,quan-thanh-khe,mua-nha-hem-ngo/,4050000000
100,2,2,16.06688,108.1799,quan-thanh-khe,mua-nha-hem-ngo/,4050000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4100000000
59,2,1,16.08922,108.21798,quan-hai-chau,mua-nha-mat-tien-pho/,4100000000
67,3,2,16.06166,108.24544,quan-son-tra,mua-nha-hem-ngo/,4100000000
59,2,1,16.08922,108.21798,quan-hai-chau,mua-nha-mat-tien-pho/,4100000000
92,4,4,16.05222,108.17557,quan-cam-le,mua-nha-mat-tien-pho/,4100000000
85,3,2,16.05799,108.15665,quan-lien-chieu,mua-nha-mat-tien-pho/,4100000000
80,8,8,16.03328,108.22257,quan-hai-chau,mua-nha-hem-ngo/,4200000000
84,2,3,16.09302,108.24266,quan-son-tra,mua-nha-mat-tien-pho/,4200000000
100,3,3,16.01412,108.19179,quan-cam-le,mua-nha-mat-tien-pho/,4200000000
105,3,3,16.06009,108.18561,quan-thanh-khe,mua-nha-mat-tien-pho/,4200000000
75,1,1,16.07729,108.17301,quan-thanh-khe,mua-nha-mat-tien-pho/,4200000000
196,3,1,16.06812,108.15036,quan-lien-chieu,mua-nha-mat-tien-pho/,4200000000
95,0,0,16.02637,108.24249,quan-ngu-hanh-son,mua-dat-tho-cu/,4200000000
100,3,3,16.0096,108.22451,quan-cam-le,mua-nha-mat-tien-pho/,4200000000
83,3,2,16.05261,108.20901,quan-hai-chau,mua-nha-hem-ngo/,4250000000
105,0,0,16.08011,108.16358,quan-lien-chieu,mua-dat-tho-cu/,4250000000
105,0,0,16.08011,108.16358,quan-lien-chieu,mua-dat-tho-cu/,4250000000
67,3,3,16.05962,108.20926,quan-thanh-khe,mua-nha-hem-ngo/,4280000000
71,1,1,16.08565,108.23356,quan-son-tra,mua-nha-mat-tien-pho/,4280000000
107,4,3,16.04797,108.15633,quan-lien-chieu,mua-nha-biet-thu-lien-ke/,4290000000
55,3,4,16.05817,108.20961,quan-thanh-khe,mua-nha-hem-ngo/,4290000000
102,2,2,16.00442,108.21512,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
91,0,0,16.00425,108.22051,quan-cam-le,mua-dat-tho-cu/,4300000000
100,0,0,16.02591,108.24014,quan-ngu-hanh-son,mua-dat-kho-xuong/,4300000000
102,1,1,16.04433,108.2447,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4300000000
80,2,2,16.06306,108.24195,quan-son-tra,mua-can-ho-chung-cu/,4300000000
100,2,1,16.02474,108.24536,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4300000000
94,0,0,15.9829,108.27331,quan-ngu-hanh-son,mua-dat-tho-cu/,4300000000
102,0,0,16.04433,108.2447,quan-ngu-hanh-son,mua-dat-tho-cu/,4300000000
52,0,0,16.04673,108.24238,quan-ngu-hanh-son,mua-dat-tho-cu/,4350000000
95,0,0,16.02594,108.24331,quan-ngu-hanh-son,mua-dat-tho-cu/,4350000000
54,3,3,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,4360000000
54,3,3,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,4360000000
60,3,4,16.06851,108.20916,quan-thanh-khe,mua-nha-hem-ngo/,4390000000
115,0,0,16.05362,108.23785,quan-ngu-hanh-son,mua-dat-tho-cu/,4399000000
75,4,4,16.03686,108.21903,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
72,3,2,16.09335,108.22744,quan-son-tra,mua-nha-mat-tien-pho/,4400000000
102,0,0,16.04433,108.2447,quan-ngu-hanh-son,mua-dat-tho-cu/,4400000000
114,0,0,16.05638,108.24681,quan-ngu-hanh-son,mua-dat-tho-cu/,4400000000
90,0,0,15.9803,108.25236,quan-ngu-hanh-son,mua-dat-tho-cu/,4400000000
100,3,2,16.0096,108.22451,quan-cam-le,mua-nha-mat-tien-pho/,4450000000
85,3,2,16.03099,108.22059,quan-hai-chau,mua-nha-mat-tien-pho/,4490000000
72,2,2,16.08946,108.23209,quan-son-tra,mua-nha-mat-tien-pho/,4490000000
80,2,2,16.05655,108.24693,quan-son-tra,mua-can-ho-chung-cu/,4500000000
83,2,2,16.1061,108.13558,quan-lien-chieu,mua-can-ho-chung-cu/,4500000000
51,2,2,16.0558,108.22367,quan-hai-chau,mua-can-ho-chung-cu/,4500000000
100,0,0,16.01898,108.25492,quan-ngu-hanh-son,mua-dat-tho-cu/,4500000000
80,2,2,16.1061,108.13558,quan-lien-chieu,mua-can-ho-penthouse/,4500000000
70,4,4,16.05823,108.21715,quan-hai-chau,mua-nha-hem-ngo/,4500000000
60,0,1,16.03002,108.22549,quan-hai-chau,mua-nha-hem-ngo/,4500000000
100,4,4,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
85,3,2,16.05561,108.2387,quan-son-tra,mua-nha-hem-ngo/,4500000000
75,0,0,16.09352,108.24243,quan-son-tra,mua-dat-tho-cu/,4500000000
105,3,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
26,4,3,16.07243,108.20271,quan-thanh-khe,mua-nha-mat-tien-pho/,4500000000
70,4,4,16.08428,108.15575,quan-lien-chieu,mua-nha-mat-tien-pho/,4500000000
120,0,0,16.1061,108.13558,quan-lien-chieu,mua-dat-tho-cu/,4500000000
140,0,0,16.05243,108.1776,quan-cam-le,mua-dat-tho-cu/,4500000000
68,3,2,16.08061,108.21562,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
71,3,3,16.05173,108.22054,quan-hai-chau,mua-nha-hem-ngo/,4500000000
105,3,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
90,0,0,16.02394,108.24095,quan-ngu-hanh-son,mua-dat-tho-cu/,4550000000
72,2,2,16.08946,108.23209,quan-son-tra,mua-nha-hem-ngo/,4550000000
43,1,1,16.04673,108.24238,quan-ngu-hanh-son,mua-nha-hem-ngo/,4560000000
52,0,0,16.04969,108.24818,quan-ngu-hanh-son,mua-dat-tho-cu/,4600000000
124,1,1,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,4600000000
105,3,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4600000000
100,3,3,16.05827,108.174,quan-cam-le,mua-nha-mat-tien-pho/,4600000000
54,3,4,16.07688,108.21215,quan-hai-chau,mua-duong-noi-bo/,4650000000
100,0,0,16.10663,108.25766,quan-son-tra,mua-dat-tho-cu/,4650000000
75,3,2,16.03391,108.21354,quan-cam-le,mua-nha-mat-tien-pho/,4650000000
70,3,3,16.03114,108.22694,quan-hai-chau,mua-nha-mat-tien-pho/,4700000000
70,3,3,16.03114,108.22694,quan-hai-chau,mua-nha-mat-tien-pho/,4700000000
100,3,3,38.89037,-77.03196,quan-cam-le,mua-nha-mat-tien-pho/,4700000000
72,3,2,16.02898,108.21231,quan-cam-le,mua-nha-mat-tien-pho/,4700000000
70,3,3,16.03114,108.22694,quan-hai-chau,mua-nha-mat-tien-pho/,4700000000
70,3,3,16.03114,108.22694,quan-hai-chau,mua-nha-mat-tien-pho/,4700000000
73,2,2,16.03299,108.21183,quan-cam-le,mua-nha-mat-tien-pho/,4700000000
115,4,2,16.09203,108.24714,quan-son-tra,mua-nha-mat-tien-pho/,4700000000
96,0,0,16.08441,108.23604,quan-son-tra,mua-dat-tho-cu/,4700000000
100,3,2,16.0058,108.2198,quan-cam-le,mua-nha-mat-tien-pho/,4700000000
64,2,3,16.04779,108.24168,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4700000000
70,3,3,16.03114,108.22694,quan-hai-chau,mua-nha-mat-tien-pho/,4700000000
78,2,2,16.03391,108.21354,quan-cam-le,mua-nha-mat-tien-pho/,4700000000
100,0,0,16.02611,108.24381,quan-ngu-hanh-son,mua-dat-tho-cu/,4700000000
89,0,0,16.03718,108.24387,quan-ngu-hanh-son,mua-dat-nen-du-an/,4700000000
105,3,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4725000000
100,0,0,16.01533,108.22171,quan-cam-le,mua-dat-tho-cu/,4750000000
98,0,0,16.01533,108.22171,quan-cam-le,mua-dat-tho-cu/,4750000000
100,4,3,16.01171,108.21869,quan-cam-le,mua-nha-mat-tien-pho/,4750000000
99,0,0,16.01533,108.22171,quan-cam-le,mua-dat-tho-cu/,4750000000
122,3,3,16.05104,108.17479,quan-cam-le,mua-nha-mat-tien-pho/,4750000000
112,3,2,16.05515,108.21731,quan-hai-chau,mua-nha-hem-ngo/,4750000000
100,3,4,16.01171,108.21869,quan-cam-le,mua-nha-mat-tien-pho/,4750000000
76,2,2,16.08881,108.22049,quan-hai-chau,mua-can-ho-chung-cu/,4800000000
97,4,4,16.07486,108.17162,quan-thanh-khe,mua-nha-mat-tien-pho/,4800000000
100,0,0,16.02611,108.24381,quan-ngu-hanh-son,mua-dat-tho-cu/,4800000000
90,3,3,16.03093,108.24605,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4800000000
64,4,4,16.08526,108.21779,quan-hai-chau,mua-nha-mat-tien-pho/,4800000000
81,0,0,16.03834,108.21744,quan-hai-chau,mua-nha-mat-tien-pho/,4800000000
76,2,2,16.03195,108.22642,quan-hai-chau,mua-nha-mat-tien-pho/,4800000000
89,3,4,16.05519,108.20532,quan-hai-chau,mua-nha-hem-ngo/,4800000000
66,0,0,16.06556,108.2415,quan-son-tra,mua-dat-tho-cu/,4800000000
97,4,4,16.07486,108.17162,quan-thanh-khe,mua-nha-mat-tien-pho/,4800000000
97,4,4,16.07486,108.17162,quan-thanh-khe,mua-nha-mat-tien-pho/,4800000000
60,0,0,16.04729,108.24194,quan-ngu-hanh-son,mua-dat-tho-cu/,4800000000
72,3,4,16.08286,108.16059,quan-lien-chieu,mua-nha-mat-tien-pho/,4800000000
97,4,4,16.07486,108.17162,quan-thanh-khe,mua-nha-mat-tien-pho/,4800000000
97,4,4,16.07486,108.17162,quan-thanh-khe,mua-nha-mat-tien-pho/,4800000000
90,1,1,16.08565,108.23356,quan-son-tra,mua-nha-mat-tien-pho/,4800000000
59,3,3,16.08922,108.21798,quan-hai-chau,mua-nha-mat-tien-pho/,4850000000
75,3,2,16.05827,108.174,quan-cam-le,mua-nha-mat-tien-pho/,4850000000
80,3,2,16.05827,108.174,quan-cam-le,mua-nha-mat-tien-pho/,4850000000
85,3,3,16.08125,108.21714,quan-hai-chau,mua-nha-mat-tien-pho/,4900000000
64,2,3,16.04779,108.24168,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4900000000
121,0,0,16.02474,108.24536,quan-ngu-hanh-son,mua-dat-tho-cu/,4900000000
107,1,1,16.00641,108.23998,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4900000000
58,2,2,16.07686,108.23455,quan-son-tra,mua-nha-mat-tien-pho/,4900000000
77,2,1,16.05559,108.23997,quan-son-tra,mua-nha-mat-tien-pho/,4950000000
55,3,4,16.05441,108.2118,quan-thanh-khe,mua-nha-mat-tien-pho/,4950000000
74,4,3,16.03409,108.21264,quan-cam-le,mua-nha-mat-tien-pho/,4950000000
78,4,5,16.0395,108.24862,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4990000000
61,3,2,16.04744,108.24092,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4990000000
90,3,2,16.09022,108.24169,quan-son-tra,mua-nha-mat-tien-pho/,4990000000
78,4,5,16.0395,108.24862,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4990000000
55,6,6,16.07031,108.21342,quan-thanh-khe,mua-nha-hem-ngo/,5000000000
100,0,0,16.04355,108.23758,quan-ngu-hanh-son,mua-dat-tho-cu/,5000000000
64,2,2,16.06427,108.23062,quan-son-tra,mua-nha-mat-tien-pho/,5000000000
100,0,0,16.07331,108.24296,quan-son-tra,mua-dat-tho-cu/,5000000000
100,0,0,16.02051,108.21143,quan-cam-le,mua-dat-tho-cu/,5000000000
100,4,4,16.0098,108.21884,quan-cam-le,mua-nha-mat-tien-pho/,5000000000
80,0,0,16.03113,108.226,quan-hai-chau,mua-nha-mat-tien-pho/,5000000000
75,3,2,16.03513,108.21985,quan-hai-chau,mua-nha-mat-tien-pho/,5000000000
80,2,2,16.1061,108.13558,quan-lien-chieu,mua-can-ho-chung-cu/,5000000000
80,2,2,16.05655,108.24693,quan-son-tra,mua-can-ho-chung-cu/,5000000000
85,3,3,16.02252,108.21067,quan-cam-le,mua-nha-mat-tien-pho/,5200000000
72,0,0,16.03847,108.21274,quan-hai-chau,mua-nha-mat-tien-pho/,5200000000
72,0,0,16.03847,108.21274,quan-hai-chau,mua-nha-mat-tien-pho/,5200000000
128,0,0,16.09579,108.22874,quan-son-tra,mua-dat-tho-cu/,5200000000
90,3,2,16.07405,108.22958,quan-son-tra,mua-nha-mat-tien-pho/,5200000000
53,2,2,16.049,108.24005,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,5200000000
56,2,2,16.06594,108.24045,quan-son-tra,mua-nha-mat-tien-pho/,5200000000
72,0,0,16.03847,108.21274,quan-hai-chau,mua-nha-mat-tien-pho/,5200000000
100,0,0,16.01672,108.20859,quan-cam-le,mua-dat-tho-cu/,5200000000
72,0,0,16.03847,108.21274,quan-hai-chau,mua-nha-mat-tien-pho/,5200000000
85,2,2,16.07688,108.21215,quan-hai-chau,mua-nha-hem-ngo/,5200000000
56,3,3,16.06764,108.24046,quan-son-tra,mua-nha-mat-tien-pho/,5200000000
90,3,3,16.06076,108.16968,quan-lien-chieu,mua-nha-mat-tien-pho/,5200000000
100,0,0,16.04717,108.23687,quan-ngu-hanh-son,mua-dat-tho-cu/,5200000000
81,3,3,16.06261,108.1914,quan-thanh-khe,mua-nha-mat-tien-pho/,5250000000
75,0,0,16.0752,108.24058,quan-son-tra,mua-dat-tho-cu/,5300000000
90,3,4,16.01898,108.25492,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,5300000000
90,4,4,16.06076,108.16968,quan-lien-chieu,mua-nha-mat-tien-pho/,5300000000
85,0,0,16.02252,108.21067,quan-cam-le,mua-nha-mat-tien-pho/,5300000000
90,4,4,16.06076,108.16968,quan-lien-chieu,mua-nha-mat-tien-pho/,5300000000
100,3,2,16.08759,108.23913,quan-son-tra,mua-nha-mat-tien-pho/,5300000000
127,0,0,16.00005,108.21795,quan-cam-le,mua-dat-tho-cu/,5300000000
90,4,4,16.06076,108.16968,quan-lien-chieu,mua-nha-mat-tien-pho/,5300000000
118,0,0,16.04611,108.24474,quan-ngu-hanh-son,mua-dat-tho-cu/,5300000000
100,3,3,15.98893,108.2077,huyen-hoa-vang,mua-nha-mat-tien-pho/,5300000000
58,2,2,16.05783,108.21058,quan-thanh-khe,mua-nha-hem-ngo/,5490000000
79,4,4,16.07371,108.21071,quan-thanh-khe,mua-nha-mat-tien-pho/,5500000000
300,0,0,16.09512,108.13844,quan-lien-chieu,mua-dat-nen-du-an/,5500000000
78,0,0,16.05342,108.23435,quan-son-tra,mua-dat-tho-cu/,5500000000
100,2,1,16.04355,108.23758,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,5500000000
240,0,0,16.01607,108.22902,quan-cam-le,mua-dat-tho-cu/,5500000000
100,3,2,16.08441,108.23604,quan-son-tra,mua-nha-mat-tien-pho/,5500000000
69,5,6,16.04402,108.23856,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,5590000000
81,3,3,16.06261,108.1914,quan-thanh-khe,mua-nha-mat-tien-pho/,5600000000
80,2,2,16.03788,108.21496,quan-hai-chau,mua-nha-mat-tien-pho/,5600000000
70,3,3,16.03309,108.21848,quan-hai-chau,mua-nha-mat-tien-pho/,5600000000
92,2,1,16.04112,108.21221,quan-hai-chau,mua-nha-mat-tien-pho/,5600000000
75,3,3,16.07338,108.16824,quan-lien-chieu,mua-nha-mat-tien-pho/,5600000000
70,3,3,16.03309,108.21848,quan-hai-chau,mua-nha-mat-tien-pho/,5600000000
80,2,2,16.03788,108.21496,quan-hai-chau,mua-nha-mat-tien-pho/,5600000000
